"","passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"1693","Italy","380","ITA","IT","80","Eugenio","","Lamanna","3193","1989-08-07","186","GK","GKP","Goalkeeper","Italy","380","ITA","IT","21636","right","E. Lamanna",NA
"1694","Italy","380","ITA","IT","83","Luca","","Ceppitelli","3173","1989-08-11","186","DF","DEF","Defender","Italy","380","ITA","IT","21639","right","L. Ceppitelli",NA
"1695","Egypt","818","EGY","EG","83","Ahmed","","Hegazy","1627","1991-01-25","193","DF","DEF","Defender","Egypt","818","EGY","EG","119951","right","Ahmed Hegazy","16129"
"1696","Romania","642","ROU","RO","66","Adrian Marius","","Stoian","3197","1991-02-11","178","FW","FWD","Forward","Romania","642","ROU","RO","21655","right","A. Stoian",NA
"1697","Italy","380","ITA","IT","78","Lorenzo","","Del Pinto","3219","1990-06-17","180","MD","MID","Midfielder","Italy","380","ITA","IT","21678","right","L. Del Pinto",NA
"1698","Italy","380","ITA","IT","79","Filippo","","Romagna","3173","1997-05-26","186","DF","DEF","Defender","Italy","380","ITA","IT","283832","right","F. Romagna","3763"
"1699","Iceland","352","ISL","IS","81","Bj\u00f6rn","","Bergmann Sigur\u00f0arson","13897","1991-02-26","186","FW","FWD","Forward","Iceland","352","ISL","IS","54495","right","B. Sigur\u00f0arson","7839"
"1700","Norway","578","NOR","NO","82","Rune ","","Almenning Jarstein","2457","1984-09-29","190","GK","GKP","Goalkeeper","Norway","578","NOR","NO","54579","right","R. Jarstein","7336"
"1701","Italy","380","ITA","IT","69","Federico","","Chiesa","3176","1997-10-25","175","MD","MID","Midfielder","Italy","380","ITA","IT","447804","right","F. Chiesa","3757"
"1702","Morocco","504","MAR","MA","73","Youssef","","En-Nesyri","712","1997-06-01","189","FW","FWD","Forward","Morocco","504","MAR","MA","447821","left","Y. En-Nesyri","16216"
"1703","Italy","380","ITA","IT","80","Andrea","","Seculin","3165","1990-07-14","190","GK","GKP","Goalkeeper","Italy","380","ITA","IT","21840","right","A. Seculin",NA
"1704","Italy","380","ITA","IT","78","Cristiano","","Biraghi","3176","1992-09-01","183","DF","DEF","Defender","Italy","380","ITA","IT","21842","left","C. Biraghi",NA
"1705","Italy","380","ITA","IT","75","Diego","","Falcinelli","3176","1991-06-20","185","FW","FWD","Forward","Italy","380","ITA","IT","21861","left","D. Falcinelli",NA
"1706","Italy","380","ITA","IT","65","Marco","","Sau","3173","1987-11-03","169","FW","FWD","Forward","Italy","380","ITA","IT","21865","right","M. Sau",NA
"1707","Italy","380","ITA","IT","77","Luca","","Antei","3219","1992-04-19","188","DF","DEF","Defender","Italy","380","ITA","IT","21872","right","L. Antei",NA
"1708","Spain","724","ESP","ES","66","Sergio","","Gont\u00e1n Gallardo","683","1991-12-27","172","MD","MID","Midfielder","Spain","724","ESP","ES","21894","right","Keko",NA
"1709","Italy","380","ITA","IT","85","Marco","","Festa","3197","1992-06-06","190","GK","GKP","Goalkeeper","Italy","380","ITA","IT","21900","right","M. Festa",NA
"1710","Egypt","818","EGY","EG","80","Marwan","","Mohsen","16041","1989-02-26","184","FW","FWD","Forward","Egypt","818","EGY","EG","120225","right","Marwan Mohsen","16129"
"1711","Colombia","170","COL","CO","80","Camilo Andr\u00e9s","","Vargas Gil","12394","1989-03-09","185","GK","GKP","Goalkeeper","Colombia","170","COL","CO","91039","right","C. Vargas","12430"
"1712","Italy","380","ITA","IT","73","Niccol\u00f2","","Giannetti","3173","1991-05-12","181","FW","FWD","Forward","Italy","380","ITA","IT","21959","right","N. Giannetti",NA
"1713","Spain","724","ESP","ES","72","Jos\u00e9 Manuel","","Garc\u00eda Naranjo","712","1994-07-28","182","FW","FWD","Forward","Spain","724","ESP","ES","265807","right","Jos\u00e9 Naranjo",NA
"1714","Russia","643","RUS","RU","80","Andrey","","Lunev","13885","1991-11-13","189","GK","GKP","Goalkeeper","Russia","643","RUS","RU","101971","right","A. Lunev","14358"
"1715","Korea Republic","410","KOR","KR","70","Hee-Chan","","Hwang","8743","1996-01-26","177","FW","FWD","Forward","Korea Republic","410","KOR","KR","349687","right","Hwang Hee-Chan","14855"
"1716","Bulgaria","100","BGR","BG","88","Andrey","","Galabinov","3193","1988-11-27","190","FW","FWD","Forward","Bulgaria","100","BGR","BG","22020","right","A. Galabinov","9400"
"1717","Germany","276","DEU","DE","71","Christian","","Fr\u00fcchtl","2444","2000-01-28","193","GK","GKP","Goalkeeper","Germany","276","DEU","DE","396887","left","C. Fr\u00fcchtl",NA
"1718","Egypt","818","EGY","EG","70","Mohamed Naser","","Elsayed Elneny","1609","1992-07-11","180","MD","MID","Midfielder","Egypt","818","EGY","EG","120339","right","Mohamed Elneny","16129"
"1719","Spain","724","ESP","ES","74","Markel","","Bergara Larra\u00f1aga","698","1986-05-05","180","MD","MID","Midfielder","Spain","724","ESP","ES","3674","right","Markel Bergara",NA
"1720","Egypt","818","EGY","EG","72","Mohamed ","","Salah Ghaly","1612","1992-06-15","175","FW","FWD","Forward","Egypt","818","EGY","EG","120353","left","Mohamed Salah","16129"
"1721","Italy","380","ITA","IT","83","Francesco","","Rossi","3172","1991-04-27","193","GK","GKP","Goalkeeper","Italy","380","ITA","IT","22053","right","F. Rossi",NA
"1722","Senegal","686","SEN","SN","82","Papiss Mison","","Djilobodji","3804","1988-12-01","193","DF","DEF","Defender","Senegal","686","SEN","SN","25524","left","P. Djilobodji",NA
"1723","Italy","380","ITA","IT","96","Antonio","","Donnarumma","3157","1990-07-07","192","GK","GKP","Goalkeeper","Italy","380","ITA","IT","22085","right","A. Donnarumma",NA
"1724","Italy","380","ITA","IT","83","Antonio Aldo","","Caracciolo","3194","1990-06-30","185","DF","DEF","Defender","Italy","380","ITA","IT","22093","right","A. Caracciolo",NA
"1725","Senegal","686","SEN","SN","68","Isma\u00efla","","Sarr","3774","1998-02-25","178","MD","MID","Midfielder","Senegal","686","SEN","SN","448079","right","I. Sarr","19314"
"1726","Liechtenstein","438","LIE","LI","71","Marcel","","B\u00fcchel","3194","1991-03-18","175","MD","MID","Midfielder","Austria","40","AUT","AT","22099","left","M. B\u00fcchel",NA
"1727","Portugal","620","PRT","PT","67","M\u00e1rio Rui","","Silva Duarte","3187","1991-05-27","170","DF","DEF","Defender","Portugal","620","PRT","PT","22107","left","M\u00e1rio Rui","9905"
"1728","Italy","380","ITA","IT","70","Nicholas","","Pierini","3315","1998-08-06","180","FW","FWD","Forward","Italy","380","ITA","IT","415348","right","N. Pierini",NA
"1729","Italy","380","ITA","IT","74","Pietro","","Iemmello","3219","1992-03-06","179","FW","FWD","Forward","Italy","380","ITA","IT","22135","right","P. Iemmello",NA
"1730","Ghana","288","GHA","GH","73","Isaac","","Cofie","3193","1991-09-20","180","MD","MID","Midfielder","Ghana","288","GHA","GH","22158","right","I. Cofie",NA
"1731","Italy","380","ITA","IT","79","Francesco","","Magnanelli","3315","1984-11-12","181","MD","MID","Midfielder","Italy","380","ITA","IT","22162","right","F. Magnanelli",NA
"1732","Italy","380","ITA","IT","77","Simone","","Missiroli","3315","1986-05-23","191","MD","MID","Midfielder","Italy","380","ITA","IT","22163","right","S. Missiroli",NA
"1733","Croatia","191","HRV","HR","73","Marko","","Rog ","3187","1995-07-19","180","MD","MID","Midfielder","Croatia","191","HRV","HR","284315","right","M. Rog",NA
"1734","Italy","380","ITA","IT","78","Bruno","","Martella","3197","1992-08-14","184","DF","DEF","Defender","Italy","380","ITA","IT","22185","left","B. Martella",NA
"1735","Italy","380","ITA","IT","84","Simone","","Zaza","674","1991-06-25","186","FW","FWD","Forward","Italy","380","ITA","IT","22202","left","S. Zaza","3757"
"1736","Italy","380","ITA","IT","82","Gianmarco","","Ferrari","3164","1992-02-15","189","DF","DEF","Defender","Italy","380","ITA","IT","22270","left","G. Ferrari",NA
"1737","Slovakia","703","SVK","SK","74","Ondrej","","Duda","2457","1994-12-05","181","MD","MID","Midfielder","Slovakia","703","SVK","SK","218896","right","O. Duda","14496"
"1738","Albania","8","ALB","AL","71","Ledian","","Memushaj","3219","1986-12-07","175","MD","MID","Midfielder","Albania","8","ALB","AL","22323","right","L. Memushaj","8731"
"1739","Croatia","191","HRV","HR","70","Josip","","Brekalo","2451","1998-06-23","175","MD","MID","Midfielder","Croatia","191","HRV","HR","284469","right","J. Brekalo","9604"
"1740","Morocco","504","MAR","MA","80","Yassine","","Bounou","756","1991-04-05","192","GK","GKP","Goalkeeper","Canada","124","CAN","CA","120631","left","Y. Bounou","16216"
"1741","Turkey","792","TUR","TR","66","Cengiz","","\u00dcnder","3158","1997-07-14","173","FW","FWD","Forward","Turkey","792","TUR","TR","350032","left","C. \u00dcnder","4687"
"1742","Italy","380","ITA","IT","78","Achraf","","Lazaar","3219","1992-01-22","184","DF","DEF","Defender","Morocco","504","MAR","MA","218971","left","A. Lazaar",NA
"1743","Italy","380","ITA","IT","75","Andrea","","Tozzo","3164","1992-08-30","192","GK","GKP","Goalkeeper","Italy","380","ITA","IT","218982","left","A. Tozzo",NA
"1744","Senegal","686","SEN","SN","70","Ibrahima","","M'baye","3166","1994-11-19","188","DF","DEF","Defender","Senegal","686","SEN","SN","22377","right","I. M'baye",NA
"1745","Germany","276","DEU","DE","77","Jannes-Kilian","","Horn","2463","1997-02-06","186","DF","DEF","Defender","Germany","276","DEU","DE","284524","left","J. Horn","3155"
"1746","Italy","380","ITA","IT","75","Daniel","","Bessa","3193","1993-01-14","178","MD","MID","Midfielder","Brazil","76","BRA","BR","22381","right","Daniel Bessa",NA
"1747","Italy","380","ITA","IT","78","Joseph Alfred","","Duncan","3315","1993-03-10","178","MD","MID","Midfielder","Ghana","288","GHA","GH","22383","left","A. Duncan",NA
"1748","Tunisia","788","TUN","TN","79","Oussama","","Haddadi","3804","1992-01-28","184","DF","DEF","Defender","Tunisia","788","TUN","TN","120717","left","O. Haddadi","16276"
"1749","Brazil","76","BRA","BR","66","Ailton","","Ferreira Silva","9623","1995-03-16","181","DF","DEF","Defender","Brazil","76","BRA","BR","284580","left","Ailton",NA
"1750","France","250","FRA","FR","93","St\u00e9phane","","Ruffier","3782","1986-09-27","188","GK","GKP","Goalkeeper","France","250","FRA","FR","25845","right","S. Ruffier",NA
"1751","Tunisia","788","TUN","TN","75","Ferjani","","Sassi","16054","1992-03-18","177","MD","MID","Midfielder","Tunisia","788","TUN","TN","120853","right","F. Sassi","16276"
"1752","Slovenia","705","SVN","SI","84","Vid","","Belec","3164","1990-06-06","192","GK","GKP","Goalkeeper","Slovenia","705","SVN","SI","22552","right","V. Belec","12046"
"1753","France","250","FRA","FR","75","Francesco","","Migliore","3193","1988-04-17","173","DF","DEF","Defender","Italy","380","ITA","IT","22559","left","F. Migliore",NA
"1754","Italy","380","ITA","IT","78","Pietro","","Pellegri","19830","2001-03-17","188","FW","FWD","Forward","Italy","380","ITA","IT","481329","right","P. Pellegri",NA
"1755","Italy","380","ITA","IT","68","Nicola","","Sansone","682","1991-09-10","175","FW","FWD","Forward","Germany","276","DEU","DE","22578","right","N. Sansone",NA
"1756","Italy","380","ITA","IT","74","Fabio","","Depaoli","3165","1997-04-24","182","MD","MID","Midfielder","Italy","380","ITA","IT","415809","right","F. Depaoli","3763"
"1757","Italy","380","ITA","IT","80","Fabio","","Lucioni","3219","1987-09-25","185","DF","DEF","Defender","Italy","380","ITA","IT","22614","right","F. Lucioni",NA
"1758","Russia","643","RUS","RU","87","Oleg","","Ivanov","13898","1986-08-04","192","MD","MID","Midfielder","Russia","643","RUS","RU","102083","right","O. Ivanov",NA
"1759","Italy","380","ITA","IT","79","Gabriele","","Angella","3163","1989-04-28","189","DF","DEF","Defender","Italy","380","ITA","IT","22677","right","G. Angella",NA
"1760","Italy","380","ITA","IT","76","Benito Nicolas","","Viola","3219","1989-10-12","180","MD","MID","Midfielder","Italy","380","ITA","IT","22695","left","N. Viola",NA
"1761","Italy","380","ITA","IT","78","Antonino","","Ragusa","3315","1990-03-27","183","FW","FWD","Forward","Italy","380","ITA","IT","22699","right","A. Ragusa",NA
"1762","Italy","380","ITA","IT","77","Fabio","","Pisacane","3173","1986-01-28","178","DF","DEF","Defender","Italy","380","ITA","IT","22732","right","F. Pisacane",NA
"1763","France","250","FRA","FR","71","Adama","","Niane","3795","1993-06-16","181","FW","FWD","Forward","Mali","466","MLI","ML","219350","right","A. Niane","19001"
"1764","Denmark","208","DNK","DK","90","Joachim","","Andersen","3164","1996-05-31","190","DF","DEF","Defender","Denmark","208","DNK","DK","145787","right","J. Andersen","7719"
"1765","Spain","724","ESP","ES","72","V\u00edctor","","S\u00e1nchez Mata","691","1987-09-08","174","MD","MID","Midfielder","Spain","724","ESP","ES","3797","right","V\u00edctor S\u00e1nchez",NA
"1766","Italy","380","ITA","IT","75","Luigi","","Sepe","3187","1991-05-08","185","GK","GKP","Goalkeeper","Italy","380","ITA","IT","22817","left","L. Sepe",NA
"1767","Ukraine","804","UKR","UA","70","Anatoliy","","Tymoshchuk",NA,"1979-03-30","181","MD","MID","Midfielder","Ukraine","804","UKR","UA","14729","right","A. Tymoshchuk",NA
"1768","France","250","FRA","FR","90","Dan-Axel","","Zagadou","2447","1999-06-03","196","DF","DEF","Defender","France","250","FRA","FR","397028","left","D. Zagadou",NA
"1769","Italy","380","ITA","IT","76","Armando","","Izzo","3193","1992-03-02","183","DF","DEF","Defender","Italy","380","ITA","IT","22883","right","A. Izzo",NA
"1770","France","250","FRA","FR","75","Stanley","","Nsoki","3767","1999-04-09","185","DF","DEF","Defender","France","250","FRA","FR","397030","left","S. Nsoki",NA
"1771","Italy","380","ITA","IT","78","Leonardo","","Pavoletti","3173","1988-11-26","188","FW","FWD","Forward","Italy","380","ITA","IT","22933","right","L. Pavoletti",NA
"1772","Switzerland","756","CHE","CH","80","Anthony","","Racioppi","3766","1998-12-31","186","GK","GKP","Goalkeeper","Switzerland","756","CHE","CH","397039","right","A. Racioppi",NA
"1773","C\u00f4te d'Ivoire","384","CIV","CI","76","Franck Yannick","","Kessi\u00e9","3157","1996-12-19","183","MD","MID","Midfielder","C\u00f4te d'Ivoire","384","CIV","CI","285109","right","F. Kessi\u00e9",NA
"1774","Spain","724","ESP","ES","84","Ra\u00fal","","Rodr\u00edguez Navas","687","1988-05-11","186","DF","DEF","Defender","Spain","724","ESP","ES","3828","right","Ra\u00fal Navas",NA
"1775","Brazil","76","BRA","BR","73","Nathan Allan","","de Souza","5653","1996-03-13","177","MD","MID","Midfielder","Brazil","76","BRA","BR","285139","right","Nathan",NA
"1776","France","250","FRA","FR","79","Gregoire ","","Defrel","3158","1991-06-17","180","FW","FWD","Forward","France","250","FRA","FR","23149","left","G. Defrel",NA
"1777","Finland","246","FIN","FI","80","Luk\u00e1\u0161","","Hr\u00e1deck\u00fd","2462","1989-11-24","190","GK","GKP","Goalkeeper","Slovakia","703","SVK","SK","55951","right","L. Hradecky","4849"
"1778","Guyana","328","GUY","GY","77","Martin","","Braithwaite","1620","1991-06-05","177","FW","FWD","Forward","Denmark","208","DNK","DK","55968","right","M. Braithwaite","7712"
"1779","Costa Rica","188","CRI","CR","67","Cristian","","Gamboa Luna","8508","1989-10-24","175","DF","DEF","Defender","Costa Rica","188","CRI","CR","55977","right","C. Gamboa","16871"
"1780","Denmark","208","DNK","DK","79","Mathias","","Jattah-Njie J\u00f8rgensen","1673","1990-04-23","191","DF","DEF","Defender","Denmark","208","DNK","DK","55979","right","M. J\u00f8rgensen","7712"
"1781","Croatia","191","HRV","HR","88","Bruno","","Petkovi\u0107","3194","1994-09-16","192","FW","FWD","Forward","Croatia","191","HRV","HR","252589","right","B. Petkovi\u0107",NA
"1782","Costa Rica","188","CRI","CR","65","Bryan","","Oviedo","1632","1990-02-18","172","DF","DEF","Defender","Costa Rica","188","CRI","CR","55982","left","B. Oviedo","16871"
"1783","United States","840","USA","US","71","Thomas","","Delaney","2447","1991-09-03","182","MD","MID","Midfielder","Denmark","208","DNK","DK","55990","left","T. Delaney","7712"
"1784","France","250","FRA","FR","81","Nolan","","Roux","3777","1988-03-01","182","FW","FWD","Forward","France","250","FRA","FR","25716","right","N. Roux",NA
"1785","Albania","8","ALB","AL","68","Riza","","Durmisi","684","1994-01-08","168","DF","DEF","Defender","Denmark","208","DNK","DK","56009","left","R. Durmisi",NA
"1786","Spain","724","ESP","ES","83","Borja","","Gonz\u00e1lez Tom\u00e1s","683","1992-08-25","186","FW","FWD","Forward","Spain","724","ESP","ES","3875","right","Borja Bast\u00f3n",NA
"1787","Denmark","208","DNK","DK","68","Michael","","Krohn-Dehli","677","1983-06-06","170","MD","MID","Midfielder","Denmark","208","DNK","DK","56025","right","M. Krohn-Dehli","7712"
"1788","Denmark","208","DNK","DK","81","Jens Stryger","","Larsen","3163","1991-02-21","180","DF","DEF","Defender","Denmark","208","DNK","DK","56026","right","J. Stryger Larsen","7712"
"1789","Germany","276","DEU","DE","74","Marcel","","Schmelzer","2447","1988-01-22","180","DF","DEF","Defender","Germany","276","DEU","DE","14800","left","M. Schmelzer",NA
"1790","Denmark","208","DNK","DK","88","Jonas","","L\u00f6ssl","1673","1989-02-01","195","GK","GKP","Goalkeeper","Denmark","208","DNK","DK","56038","right","J. L\u00f6ssl","7712"
"1791","Croatia","191","HRV","HR","90","Ivan","","Vargi\u0107","3162","1987-03-15","192","GK","GKP","Goalkeeper","Croatia","191","HRV","HR","69417","right","I. Vargi\u0107",NA
"1792","Nigeria","566","NGA","NG","80","Sadiq","","Umar","18","1997-02-02","192","FW","FWD","Forward","Nigeria","566","NGA","NG","350992","right","S. Umar",NA
"1793","C\u00f4te d'Ivoire","384","CIV","CI","78","Digbo G'nampa Habib","","Ma\u00efga","13905","1996-01-01","181","MD","MID","Midfielder","C\u00f4te d'Ivoire","384","CIV","CI","285457","right","H. Ma\u00efga",NA
"1794","Brazil","76","BRA","BR","66","Diego","","da Silva Farias","3173","1990-05-10","173","FW","FWD","Forward","Brazil","76","BRA","BR","23314","right","Diego Farias",NA
"1795","Italy","380","ITA","IT","76","Gianluigi","","Donnarumma","3157","1999-02-25","198","GK","GKP","Goalkeeper","Italy","380","ITA","IT","350999","right","G. Donnarumma","3757"
"1796","Italy","380","ITA","IT","75","Patrick","","Cutrone","3157","1998-01-03","184","FW","FWD","Forward","Italy","380","ITA","IT","351010","right","P. Cutrone",NA
"1797","Nigeria","566","NGA","NG","91","Francis Odinaka","","Uzoho","859","1998-10-28","196","GK","GKP","Goalkeeper","Nigeria","566","NGA","NG","285491","right","F. Uzoho","16823"
"1798","Nigeria","566","NGA","NG","90","Isaac ","","Ajayi Success","683","1996-01-07","182","FW","FWD","Forward","Nigeria","566","NGA","NG","285509","right","I. Success",NA
"1799","Italy","380","ITA","IT","80","Luca","","Rizzo","3172","1992-04-24","185","MD","MID","Midfielder","Italy","380","ITA","IT","23386","right","L. Rizzo",NA
"1800","France","250","FRA","FR","82","Andy","","Delort","3780","1991-10-09","182","FW","FWD","Forward","France","250","FRA","FR","25745","right","A. Delort",NA
"1801","Senegal","686","SEN","SN","75","Sadio","","Man\u00e9","1612","1992-04-10","175","FW","FWD","Forward","Senegal","686","SEN","SN","25747","right","S. Man\u00e9","19314"
"1802","Italy","380","ITA","IT","73","Marco Ezio","","Fossati","3194","1992-10-05","180","MD","MID","Midfielder","Italy","380","ITA","IT","23427","right","M. Fossati",NA
"1803","Morocco","504","MAR","MA","70","Sofyan","","Amrabat","12","1996-08-21","182","MD","MID","Midfielder","Netherlands","528","NLD","NL","285590","right","S. Amrabat","16216"
"1804","Burkina Faso","854","BFA","BF","81","Kouakou Herv\u00e9","","Koffi","3776","1996-10-16","186","GK","GKP","Goalkeeper","Burkina Faso","854","BFA","BF","408052","right","H. Koffi",NA
"1805","Egypt","818","EGY","EG","71","Mahmoud Ibrahim","","Hassan","4551","1994-10-01","179","MD","MID","Midfielder","Egypt","818","EGY","EG","220112","right","Tr\u00e9z\u00e9guet","16129"
"1806","Tanzania","834","TZA","TZ","78","Yussuf","","Yurary Poulsen","2975","1994-06-15","193","FW","FWD","Forward","Denmark","208","DNK","DK","56274","right","Y. Poulsen","7712"
"1807","Argentina","32","ARG","AR","69","Marcos Javier","","Acu\u00f1a","9608","1991-10-28","172","MD","MID","Midfielder","Argentina","32","ARG","AR","89073","left","M. Acu\u00f1a","12274"
"1808","Belgium","56","BEL","BE","75","Landry Nany","","Dimata","2451","1997-09-01","184","FW","FWD","Forward","Congo DR","180","COD","CD","285727","right","L. Dimata","5635"
"1809","Poland","616","POL","PL","69","Paulo Bruno","","Exequiel Dybala","3159","1993-11-15","177","FW","FWD","Forward","Argentina","32","ARG","AR","89186","left","P. Dybala","12274"
"1810","Iceland","352","ISL","IS","70","Aron","","J\u00f3hannsson","2443","1990-11-10","184","FW","FWD","Forward","United States","840","USA","US","56424","right","A. J\u00f3hannsson",NA
"1811","Denmark","208","DNK","DK","80","Lukas","","Lerager","3772","1993-07-12","185","MD","MID","Midfielder","Denmark","208","DNK","DK","56441","right","L. Lerager","7712"
"1812","Italy","380","ITA","IT","87","Marco","","Sportiello","3176","1992-05-10","192","GK","GKP","Goalkeeper","Italy","380","ITA","IT","23705","right","M. Sportiello",NA
"1813","Comoros","174","COM","KM","70","Zaydou","","Youssouf","3772","1999-07-11","178","MD","MID","Midfielder","France","250","FRA","FR","482491","left","Z. Youssouf",NA
"1814","Italy","380","ITA","IT","80","Paolo Pancrazio","","Farag\u00f2","3173","1993-02-12","187","MD","MID","Midfielder","Italy","380","ITA","IT","220359","right","P. Farag\u00f2",NA
"1815","Congo DR","180","COD","CD","72","Chadrac","","Akolo","2445","1995-04-01","172","FW","FWD","Forward","Congo DR","180","COD","CD","328131","right","C. Akolo","18538"
"1816","France","250","FRA","FR","0","Ismael","","Aaneba","3779","1999-05-29","0","DF","DEF","Defender","France","250","FRA","FR","449882","right","I. Aaneba",NA
"1817","Sweden","752","SWE","SE","85","Marcus","","Berg","16926","1986-08-17","184","FW","FWD","Forward","Sweden","752","SWE","SE","14908","right","M. Berg","7047"
"1818","Peru","604","PER","PE","82","Jos\u00e9 Paolo","","Guerrero Gonz\u00e1lez","5644","1984-01-01","185","FW","FWD","Forward","Peru","604","PER","PE","14909","right","P. Guerrero","15594"
"1819","France","250","FRA","FR","74","Benjamin","","Leroy","3804","1989-04-07","184","GK","GKP","Goalkeeper","France","250","FRA","FR","253312","right","B. Leroy",NA
"1820","Gambia","270","GMB","GM","79","Bakery","","Jatta","2450","1998-06-06","184","MD","MID","Midfielder","Gambia","270","GMB","GM","449921","right","B. Jatta",NA
"1821","France","250","FRA","FR","78","Alexis","","Blin","3780","1996-09-16","184","MD","MID","Midfielder","France","250","FRA","FR","253333","right","A. Blin",NA
"1822","Algeria","12","DZA","DZ","74","Mehdi Pascal Marcel","","L\u00e9ris","3165","1998-05-23","185","FW","FWD","Forward","France","250","FRA","FR","449978","right","M. L\u00e9ris",NA
"1823","Algeria","12","DZA","DZ","72","Amine","","Gouiri","3766","2000-02-16","180","FW","FWD","Forward","France","250","FRA","FR","449985","right","A. Gouiri","4423"
"1824","Italy","380","ITA","IT","74","Claud","","Adjapong","3315","1998-05-06","180","DF","DEF","Defender","Italy","380","ITA","IT","417231","right","C. Adjapong","3763"
"1825","Chile","152","CHL","CL","71","Charles Mariano","","Ar\u00e1nguiz Sandoval","2446","1989-04-17","171","MD","MID","Midfielder","Chile","152","CHL","CL","89559","left","C. Ar\u00e1nguiz",NA
"1826","Italy","380","ITA","IT","74","Francesco","","Zampano","3163","1993-09-30","178","DF","DEF","Defender","Italy","380","ITA","IT","24024","right","F. Zampano",NA
"1827","Italy","380","ITA","IT","82","Alex","","Meret","3204","1997-03-22","190","GK","GKP","Goalkeeper","Italy","380","ITA","IT","286215","left","A. Meret",NA
"1828","Italy","380","ITA","IT","68","Nicol\u00f2","","Barella","3173","1997-02-07","172","MD","MID","Midfielder","Italy","380","ITA","IT","286223","right","N. Barella",NA
"1829","Italy","380","ITA","IT","77","Gianfilippo","","Felicioli","3194","1997-09-30","180","DF","DEF","Defender","Italy","380","ITA","IT","286225","left","G. Felicioli","3764"
"1830","Italy","380","ITA","IT","75","Manuel","","Locatelli","3157","1998-01-08","185","MD","MID","Midfielder","Italy","380","ITA","IT","286226","right","M. Locatelli","3763"
"1831","Cape Verde Islands","132","CPV","CV","0","Vagner Jos\u00e9","","Dias Gon\u00e7alves","3782","1996-01-10","0","MD","MID","Midfielder","Cape Verde Islands","132","CPV","CV","351851","right","Vagner",NA
"1832","Ghana","288","GHA","GH","76","Thomas Teye","","Partey","679","1993-06-13","185","MD","MID","Midfielder","Ghana","288","GHA","GH","217031","right","Thomas",NA
"1833","Senegal","686","SEN","SN","92","Issa","","Diop","3780","1997-01-09","194","DF","DEF","Defender","France","250","FRA","FR","286380","right","I. Diop","4425"
"1834","Ghana","288","GHA","GH","75","Enock","","Kwateng","3770","1997-04-09","183","DF","DEF","Defender","France","250","FRA","FR","286381","right","E. Kwateng",NA
"1835","France","250","FRA","FR","63","Cl\u00e9ment","","Michelin","3780","1997-05-11","178","DF","DEF","Defender","France","250","FRA","FR","286382","right","C. Michelin","4426"
"1836","Congo DR","180","COD","CD","61","Arnaud","","Lusamba","3775","1997-01-04","180","MD","MID","Midfielder","France","250","FRA","FR","286388","right","A. Lusamba",NA
"1837","Mauritania","478","MRT","MR","67","Ousmane","","Demb\u00e9l\u00e9","676","1997-05-15","178","FW","FWD","Forward","France","250","FRA","FR","286390","both","O. Demb\u00e9l\u00e9","4418"
"1838","Germany","276","DEU","DE","77","Ole","","K\u00e4uper","2443","1997-01-09","187","MD","MID","Midfielder","Germany","276","DEU","DE","286404","right","O. K\u00e4uper",NA
"1839","Italy","380","ITA","IT","72","Massimo","","Coda","3219","1988-11-10","184","FW","FWD","Forward","Italy","380","ITA","IT","24269","right","M. Coda",NA
"1840","Uruguay","858","URY","UY","74","Mauro Wilney","","Arambarri Rosa","698","1995-09-30","175","MD","MID","Midfielder","Uruguay","858","URY","UY","286448","right","M. Arambarri",NA
"1841","Saudi Arabia","682","SAU","SA","65","Fahad Mosaed","","Al Muwallad Al Harbi","16469","1994-09-14","168","FW","FWD","Forward","Saudi Arabia","682","SAU","SA","122623","right","Fahad Al Muwallad","16521"
"1842","France","250","FRA","FR","75","Matthieu","","Udol","3777","1996-03-20","178","DF","DEF","Defender","France","250","FRA","FR","286506","left","M. Udol",NA
"1843","Tajikistan","762","TJK","TJ","74","Daler","","Kuzyaev","13885","1993-01-15","182","MD","MID","Midfielder","Russia","643","RUS","RU","220971","right","D. Kuzyaev","14358"
"1844","Belgium","56","BEL","BE","77","Baptiste","","Guillaume","3799","1995-06-16","189","FW","FWD","Forward","Belgium","56","BEL","BE","253784","right","B. Guillaume",NA
"1845","Morocco","504","MAR","MA","65","Hakim","","Ziyech","9","1993-03-19","180","MD","MID","Midfielder","Netherlands","528","NLD","NL","221039","left","H. Ziyech","16216"
"1846","Netherlands","528","NLD","NL","75","Timo","","Letschert","3315","1993-05-25","188","DF","DEF","Defender","Netherlands","528","NLD","NL","221047","right","T. Letschert",NA
"1847","Czech Republic","203","CZE","CZ","81","Ji\u0159\u00ed","","Pavlenka","2443","1992-04-14","196","GK","GKP","Goalkeeper","Czech Republic","203","CZE","CZ","253822","right","J. Pavlenka","11555"
"1848","Saudi Arabia","682","SAU","SA","72","Salem Mohammed","","Al Dawsari","16467","1991-08-19","171","MD","MID","Midfielder","Saudi Arabia","682","SAU","SA","122832","right","Salem Al Dawsari","16521"
