,Unnamed: 0,player_id,date,market_value,position
4801,152414,Bilal Kisa,2018-05-29,135000,midfield - Attacking Midfield
4802,152433,Moussa Kone,2018-06-18,810000,attack - Centre-Forward
4803,152470,Hasan Ali Adiguzel,2018-05-29,225000,midfield - Central Midfield
4804,152504,Aykut Ceviker,2018-05-29,360000,midfield - Defensive Midfield
4805,152530,Serginho,2018-05-29,765000,attack - Left Winger
4806,152548,Eray Ataseven,2018-05-29,630000,midfield - Defensive Midfield
4807,152570,Rajko Rotman,2018-05-29,675000,midfield - Defensive Midfield
4808,152598,Abdoul Wahid Sissoko,2018-05-29,1130000,midfield - Defensive Midfield
4809,152633,Avdija Vrsajevic,2018-05-29,450000,Defender - Right-Back
4810,152660,Kadir Keles,2018-05-29,270000,Defender - Left-Back
4811,152693,Serkan Kurtulus,2018-05-30,90000,Defender - Right-Back
4812,152713,Jasmin Trtovac,2018-05-30,180000,Defender - Centre-Back
4813,152738,Dany Nounkeu,2018-05-29,270000,Defender - Centre-Back
4814,152760,Musa Nizam,2018-05-29,225000,Defender - Centre-Back
4815,152785,Edin Cocalic,2018-06-03,720000,Defender - Centre-Back
4816,152796,Halil Yeral,2018-05-29,45000,Goalkeeper
4817,152826,Bora Kork,2018-05-29,45000,Goalkeeper
4818,152847,Milan Lukac,2018-05-29,450000,Goalkeeper
4819,152857,Sefa Akgun,2018-07-04,135000,midfield - Central Midfield
4820,152885,Jeremy Bokila,2018-06-14,45000,attack - Centre-Forward
4821,152904,Hakan Arslan,2018-05-30,225000,midfield - Central Midfield
4822,152914,Onurcan Guler,2018-07-04,68000,midfield - Attacking Midfield
4823,152957,Stefano Padovan,2018-06-21,158000,attack - Centre-Forward
4824,152977,Eric Lanini,2018-06-20,135000,attack - Centre-Forward
4825,153012,Andrea Barzagli,2018-06-07,900000,Defender - Centre-Back
4826,153018,Mattia Del Favero,2018-06-30,90000,Goalkeeper
4827,153038,Leonardo Mancuso,2018-06-18,810000,attack - Centre-Forward
4828,153049,Joao Ricciulli,2018-06-30,68000,attack - Left Winger
4829,153058,Giorgio Siani,2018-06-29,45000,attack - Second Striker
4830,153068,Kerem Civelek,2018-05-30,45000,Goalkeeper
4831,153083,Hakan Canbazoglu,2018-05-30,90000,Goalkeeper
4832,153089,Francesco Pezziardi,2018-07-01,45000,Defender - Right-Back
4833,153107,David Ivan,2018-06-18,360000,midfield - Defensive Midfield
4834,153124,Stephane Acka,2018-05-30,360000,Defender - Centre-Back
4835,153140,Nicola Mosti,2018-06-19,135000,midfield - Attacking Midfield
4836,153150,Michal Tomic,2018-06-30,158000,Defender - Right-Back
4837,153165,Stefano Pellizzari,2018-06-13,90000,Defender - Centre-Back
4838,153183,Gabriele Rolando,2018-06-18,270000,midfield - Right Midfield
4839,153198,Roberto Criscuolo,2018-06-19,90000,midfield - Central Midfield
4840,153216,Abou Diop,2018-06-20,315000,attack - Centre-Forward
4841,153228,Denis Baumgartner,2018-06-19,225000,midfield - Central Midfield
4842,153236,Titas Krapikas,2018-06-30,135000,Goalkeeper
4843,153259,Andrea Tozzo,2018-06-07,135000,Goalkeeper
4844,153282,Rafael,2018-06-07,720000,Defender - Right-Back
4845,153307,Simone Palombi,2018-06-18,675000,attack - Centre-Forward
4846,153320,Carlo Romei,2018-06-30,45000,Defender - Right-Back
4847,153337,Cristiano Lombardi,2018-06-07,720000,attack - Right Winger
4848,153348,Edoardo Rezzi,2018-06-30,90000,midfield - Central Midfield
4849,153355,Alessandro Gabbani,2018-06-30,45000,midfield - Defensive Midfield
4850,153384,Davide Di Gennaro,2018-06-07,1350000,midfield - Defensive Midfield
4851,153410,Jasmin Scuk,2018-05-30,540000,midfield - Defensive Midfield
4852,153422,Alex Pastor,2018-06-30,45000,Defender - Centre-Back
4853,153455,Dusan Basta,2018-06-07,900000,Defender - Right-Back
4854,153460,Erasmo Mule,2018-07-01,23000,Defender - Centre-Back
4855,153475,Alessandro Rossi,2018-06-18,450000,attack - Centre-Forward
4856,153484,Filippo Oliana,2018-06-30,45000,Defender - Centre-Back
4857,153515,Ivan Vargic,2018-06-07,720000,Goalkeeper
4858,153526,Giacomo Piccardo,2018-06-30,23000,Goalkeeper
4859,153535,Juan Manuel Valencia,2018-06-07,360000,midfield - Central Midfield
4860,153557,Luca Rizzo,2018-06-07,1800000,midfield - Central Midfield
4861,153571,Luca Clemenza,2018-06-18,900000,attack - Right Winger
4862,153588,Adam Nagy,2018-06-07,2520000,midfield - Defensive Midfield
4863,153603,Fabrizio Brignani,2018-06-30,68000,Defender - Centre-Back
4864,153627,Giancarlo Gonzalez,2018-06-07,1260000,Defender - Centre-Back
4865,153639,Federico Ravaglia,2018-06-07,90000,Goalkeeper
4866,153656,Antonio Palumbo,2018-06-21,540000,midfield - Central Midfield
4867,153687,Andrea Vassallo,2018-06-19,180000,attack - Left Winger
4868,153697,Giordano Trovade,2018-07-06,45000,midfield - Central Midfield
4869,153708,Hamza El Kaouakibi,2018-06-30,23000,Defender - Right-Back
4870,153729,Vincenzo Tommasone,2018-06-20,45000,attack - Second Striker
4871,153739,Mattia Cozzari,2018-06-30,90000,midfield - Defensive Midfield
4872,153748,Matteo Rover,2018-06-30,180000,attack - Second Striker
4873,153758,Giorgio Spizzichino,2018-06-30,135000,Defender - Right-Back
4874,153769,Daniel Bezziccheri,2018-06-21,90000,attack - Right Winger
4875,153777,Tommaso Brignoli,2018-06-30,68000,midfield - Central Midfield
4876,153793,Manuel Lombardoni,2018-06-30,135000,Defender - Centre-Back
4877,153823,Miranda,2018-06-07,7200000,Defender - Centre-Back
4878,153836,Marco Pissardo,2018-06-30,113000,Goalkeeper
4879,153847,Tommaso Farabegoli,2018-06-30,68000,Defender - Centre-Back
4880,153879,Andrea Bandini,2018-06-18,180000,Defender - Right-Back
4881,153885,Axel Bakayoko,2018-05-16,540000,Defender - Right-Back
4882,153899,Alessandro Mattioli,2018-06-20,135000,Defender - Right-Back
4883,153909,Marco Sala,2018-06-30,180000,Defender - Left-Back
4884,153939,Raffaele Di Gennaro,2018-06-18,1080000,Goalkeeper
4885,153952,Georgios Manthatis,2018-05-22,675000,attack - Right Winger
4886,153963,Cristian Hadžiosmanović,2018-06-21,135000,Defender - Right-Back
4887,154022,Andrea Romano,2018-06-19,45000,midfield - Central Midfield
4888,154032,Edoardo Soleri,2018-05-30,270000,attack - Centre-Forward
4889,154041,Muhammet Ozvardar,2018-07-04,45000,attack - Right Winger
4890,154086,Cyriac,2018-05-29,720000,attack - Left Winger
4891,154090,Serkan Sarikaya,2018-05-29,45000,midfield - Attacking Midfield
4892,154118,Carl Medjani,2018-05-29,675000,midfield - Defensive Midfield
4893,154134,Sergio Rochet,2018-05-29,450000,Goalkeeper
4894,154156,Souleymane Doukara,2018-05-29,1130000,attack - Centre-Forward
4895,154177,Raffaele Russo,2018-06-30,45000,attack - Left Winger
4896,154207,Umberto Otranto,2018-06-30,68000,midfield - Defensive Midfield
4897,154215,Ilker Sayan,2018-07-04,23000,attack - Right Winger
4898,154223,Pio Schiavi,2018-06-30,45000,Defender - Right-Back
4899,154234,Luigi Dignazio,2018-06-30,68000,Defender - Left-Back
4900,154260,David Braz,2018-05-23,1800000,Defender - Centre-Back
4901,154280,Lorenzo Filippini,2018-06-19,180000,Defender - Left-Back
4902,154291,Franco Ferrari,2018-06-19,180000,Defender - Left-Back
4903,154307,Alfredo Bifulco,2018-06-18,540000,attack - Right Winger
4904,154316,Maurizio Schaeper,2018-06-30,45000,Goalkeeper
4905,154324,Andrea Cagnano,2018-06-19,113000,Defender - Left-Back
4906,154334,Ryan Nolan,2018-06-30,68000,Defender - Centre-Back
4907,154345,Rigoberto Rivas,2018-06-18,360000,attack - Right Winger
4908,154357,Thomas Rodriguez,2018-06-13,450000,attack - Right Winger
4909,154376,Igor Lasicki,2018-07-03,315000,Defender - Centre-Back
4910,154391,Mario Francesco Prezioso,2018-06-21,180000,midfield - Central Midfield
4911,154415,Petar Brlek,2018-07-03,1130000,midfield - Central Midfield
4912,154431,Raul Asencio,2018-06-18,900000,attack - Centre-Forward
4913,154444,Lanre Kehinde,2018-05-30,135000,attack - Centre-Forward
4914,154454,Lorenzo Callegari,2018-07-01,450000,midfield - Defensive Midfield
4915,154463,Esteban Rolon,2018-05-30,720000,midfield - Defensive Midfield
4916,154474,Claudio Spinelli,2018-05-08,3600000,attack - Centre-Forward
4917,154487,Michele Emmausso,2018-06-19,68000,attack - Right Winger
4918,154514,Michele Bruzzo,2018-06-30,68000,midfield - Central Midfield
4919,154543,Asamoah Gyan,2018-05-29,765000,attack - Centre-Forward
4920,154553,Mariano Bernardini,2018-06-21,45000,midfield - Central Midfield
4921,154563,Davide Sibilia,2018-06-30,68000,midfield - Defensive Midfield
4922,154572,Berkant Kok,2018-07-04,45000,midfield - Central Midfield
4923,154579,Kevin Piscopo,2018-06-19,135000,attack - Second Striker
4924,154591,Mario Ierardi,2018-06-20,90000,Defender - Right-Back
4925,154607,Nicola Dalmonte,2018-06-18,990000,attack - Left Winger
4926,154616,Adem Dogan,2018-07-01,45000,Defender - Centre-Back
4927,154622,Massimo Tazzer,2018-06-30,68000,Defender - Right-Back
4928,154640,Ivan Lakicevic,2018-07-01,540000,Defender - Right-Back
4929,154657,Alessandro Quaini,2018-06-21,135000,midfield - Central Midfield
4930,154682,Lisandro Lopez,2018-06-07,3600000,Defender - Centre-Back
4931,154692,Alessio Rollandi,2018-06-30,68000,Goalkeeper
4932,154712,Tjaronn Chery,2018-06-05,1350000,midfield - Attacking Midfield
4933,154732,Lukas Zima,2018-06-07,90000,Goalkeeper
4934,154769,Olcan Adin,2018-05-29,765000,attack - Right Winger
4935,154794,Maicon,2018-05-29,2520000,Defender - Centre-Back
4936,154804,Gianni Palmese,2018-06-30,23000,Defender - Centre-Back
4937,154825,Danilo,2018-05-29,765000,Defender - Right-Back
4938,154840,Federico Valietti,2018-06-30,450000,Defender - Right-Back
4939,154856,Luigi Carillo,2018-06-19,225000,Defender - Centre-Back
4940,154868,Yusuf Celik,2018-05-29,90000,Defender - Centre-Back
4941,154878,Marcos Curado,2018-05-08,450000,Defender - Centre-Back
4942,154906,Aleksandar Prijovic,2018-05-22,5400000,attack - Centre-Forward
4943,154925,Marco Albertoni,2018-06-19,180000,Goalkeeper
4944,154936,Mert Ozyildirim,2018-07-04,45000,midfield - Central Midfield
4945,154945,Manolis Patralis,2018-05-22,315000,midfield - Defensive Midfield
4946,154970,Yevgen Khacheridi,2018-05-14,2700000,Defender - Centre-Back
4947,154985,Jean Armel Drole,2018-05-30,900000,attack - Left Winger
4948,155032,Panagiotis Glykos,2018-05-22,630000,Goalkeeper
4949,155043,Rodrigo Rey,2018-05-22,1130000,Goalkeeper
4950,155060,Marco Soprano,2018-06-20,45000,Defender - Centre-Back
4951,155069,Christos Kountouriotis,2018-05-22,90000,attack - Left Winger
4952,155085,Rok Vodisek,2018-07-01,360000,Goalkeeper
4953,155104,Alexandros Triantafyllopoulos,2018-05-22,45000,Defender - Centre-Back
4954,155125,Ousmane Coulibaly,2018-05-22,900000,Defender - Centre-Back
4955,155155,Antonio Romano,2018-06-21,180000,midfield - Central Midfield
4956,155170,Pavlos Kyriakidis,2018-05-22,360000,Defender - Right-Back
4957,155192,Birkan Oksuz,2018-07-04,45000,Defender - Left-Back
4958,155221,Anastasios Papazoglou,2018-05-22,450000,Defender - Centre-Back
4959,155268,Alessio Cerci,2018-06-07,1800000,attack - Right Winger
4960,155300,Fallou Njie,2018-06-22,23000,Defender - Centre-Back
4961,155354,Lukasz Szukala,2018-05-30,23000,Defender - Centre-Back
4962,155378,Thomas Heurtaux,2018-06-07,1620000,Defender - Centre-Back
4963,155402,Johannes Hopf,2018-05-29,810000,Goalkeeper
4964,155420,Peter Makrillos,2018-05-22,225000,midfield - Central Midfield
4965,155489,Anton Putilo,2018-05-30,180000,midfield - Attacking Midfield
4966,155498,Keba Coly,2018-06-30,90000,attack - Left Winger
4967,155556,Andrea Marcucci,2018-06-30,180000,midfield - Defensive Midfield
4968,155587,Daniele De Rossi,2018-06-07,3150000,midfield - Defensive Midfield
4969,155640,Lorenzo Valeau,2018-06-30,180000,Defender - Left-Back
4970,155662,Amiri Kurdi,2018-06-01,405000,Defender - Right-Back
4971,155680,Arif Morkaya,2018-05-30,270000,midfield - Defensive Midfield
4972,155688,Zan Celar,2018-06-30,225000,attack - Centre-Forward
4973,155700,Andrea Romagnoli,2018-06-30,68000,Goalkeeper
4974,155718,Alessandro Bordin,2018-06-18,158000,midfield - Central Midfield
4975,155733,Andrea Paolelli,2018-06-20,90000,Defender - Right-Back
4976,155748,Milan Kocic,2018-07-14,360000,Defender - Left-Back
4977,155765,Riccardo Cargnelutti,2018-06-30,90000,Defender - Centre-Back
4978,155784,Abdoulaye Keita,2018-05-16,360000,midfield - Defensive Midfield
4979,155794,Mert Aydeniz,2018-05-30,23000,midfield - Attacking Midfield
4980,155799,Stefano Greco,2018-06-30,68000,Goalkeeper
4981,155810,William Bianda,2018-07-01,1800000,Defender - Centre-Back
4982,155829,Felipe Pardo,2018-05-22,3600000,attack - Right Winger
4983,155852,Matias Nahuel,2018-05-30,900000,attack - Left Winger
4984,155866,Lorenzo Crisanto,2018-06-19,113000,Goalkeeper
4985,155896,Astrit Ajdarevic,2018-05-22,900000,midfield - Central Midfield
4986,155908,Emanuele Spinozzi,2018-06-19,180000,midfield - Central Midfield
4987,155921,Recep Gul,2018-06-30,90000,attack - Right Winger
4988,155928,Matias Nani,2018-05-08,68000,Defender - Centre-Back
4989,155936,Celil Yuksel,2018-06-30,45000,midfield - Central Midfield
4990,155944,Abdussamed Karnucu,2018-06-30,45000,midfield - Defensive Midfield
4991,155950,Sefa Ozdemir,2018-06-30,45000,Defender - Centre-Back
4992,155970,Maicon,2018-05-29,7200000,Defender - Centre-Back
4993,155986,Franco Soldano,2018-05-08,4500000,attack - Centre-Forward
4994,155999,Ahmethan Kose,2018-05-30,90000,attack - Centre-Forward
4995,156024,Josef Sural,2018-07-14,2069999,attack - Centre-Forward
4996,156034,Lorenzo Di Livio,2018-06-21,180000,midfield - Attacking Midfield
4997,156070,Andre Ayew,2018-05-28,13500000,attack - Left Winger
4998,156101,Giuliano,2018-05-29,10800000,midfield - Attacking Midfield
4999,156113,Batuhan Yilmaz,2018-07-04,45000,midfield - Defensive Midfield
5000,156151,Diego Reyes,2018-06-13,4500000,Defender - Centre-Back
5001,156192,Carlos Kameni,2018-05-29,405000,Goalkeeper
5002,156223,Volkan Demirel,2018-05-29,585000,Goalkeeper
5003,156239,Erik Moran,2018-05-22,810000,midfield - Defensive Midfield
5004,156254,Georgios Giannoutsos,2018-05-22,180000,Defender - Centre-Back
5005,156261,Dogan Can Davas,2018-07-04,135000,midfield - Attacking Midfield
5006,156288,Prejuce Nakoulma,2018-06-04,2250000,attack - Centre-Forward
5007,156302,Cagatay Yilmaz,2018-06-30,45000,attack - Left Winger
5008,156327,Jires Kembo Ekoko,2018-05-29,1260000,attack - Left Winger
5009,156355,Stephane Badji,2018-05-29,1130000,midfield - Defensive Midfield
5010,156372,Abdullahi Shehu,2018-05-29,630000,Defender - Right-Back
5011,156373,Abdullahi Shehu,2018-07-16,765000,Defender - Right-Back
5012,156404,Iasmin Latovlevici,2018-05-29,225000,Defender - Left-Back
5013,156417,Rustu Hanli,2018-05-29,90000,Defender - Centre-Back
5014,156428,Malik Karaahmet,2018-06-08,68000,attack - Centre-Forward
5015,156455,Mahsun Capkan,2018-07-24,45000,attack - Left Winger
5016,156479,Furkan Unver,2018-07-04,45000,Defender - Centre-Back
5017,156488,Jani Atanasov,2018-05-26,540000,midfield - Defensive Midfield
5018,156511,Noe Acosta,2018-05-22,180000,attack - Left Winger
5019,156539,Leozinho,2018-05-22,270000,midfield - Attacking Midfield
5020,156549,Hristofor Hubchev,2018-05-22,225000,Defender - Left-Back
5021,156582,Theodoros Tripotseris,2018-05-22,225000,Defender - Centre-Back
5022,156595,Christos Gromitsaris,2018-05-22,315000,Defender - Centre-Back
5023,156608,Samy Frioui,2018-05-29,360000,attack - Centre-Forward
5024,156667,Muhammed Emin Balcilar,2018-07-04,45000,midfield - Attacking Midfield
5025,156671,Cinar Tarhan,2018-07-04,45000,midfield - Central Midfield
5026,156687,Davide Petrucci,2018-05-30,180000,midfield - Central Midfield
5027,156704,Makis Giannikoglou,2018-05-22,270000,Goalkeeper
5028,156757,Sandi Krizman,2018-05-22,540000,attack - Centre-Forward
5029,156765,Enes Dolovac,2018-05-22,135000,attack - Left Winger
5030,156776,Higor Vidal,2018-05-22,360000,midfield - Attacking Midfield
5031,156797,Matic Fink,2018-07-03,270000,Defender - Right-Back
5032,156822,Andi Lila,2018-05-22,450000,midfield - Defensive Midfield
5033,156841,Alexandros Apostolopoulos,2018-05-22,450000,Defender - Right-Back
5034,156868,Michalis Boukouvalas,2018-05-22,540000,Defender - Right-Back
5035,156878,Ufuk Boncukcu,2018-07-04,45000,Defender - Left-Back
5036,156893,Mite Cikarski,2018-05-22,315000,Defender - Left-Back
5037,156909,Alex Kakuba,2018-06-13,450000,Defender - Left-Back
5038,156939,Vasilios Zogos,2018-05-22,45000,Defender - Centre-Back
5039,156960,Apostolos Skondras,2018-05-22,360000,Defender - Centre-Back
5040,156988,Mehmet Uslu,2018-05-30,315000,Defender - Left-Back
5041,157000,Theodoros Venetikidis,2018-05-22,90000,Goalkeeper
5042,157019,Konstantinos Peristeridis,2018-05-22,360000,Goalkeeper
5043,157041,Glynor Plet,2018-05-29,180000,attack - Centre-Forward
5044,157068,Mbilla Etame,2018-05-29,1080000,attack - Centre-Forward
5045,157080,Marwane Saadane,2018-05-30,450000,Defender - Centre-Back
5046,157091,Oguzhan Malci,2018-07-04,45000,Defender - Centre-Back
5047,157093,Gurkan Hervenik,2018-05-30,23000,Goalkeeper
5048,157127,Yaya Toure,2018-05-28,2250000,midfield - Central Midfield
5049,157149,Bibras Natcho,2018-06-06,4320000,midfield - Central Midfield
5050,157163,Mert Kuleli,2018-07-04,23000,Goalkeeper
5051,157172,Dusan Pantelic,2018-07-02,225000,midfield - Central Midfield
5052,157200,Jagos Vukovic,2018-06-07,1800000,Defender - Centre-Back
5053,157209,Nikolaos Lazaridis,2018-05-22,90000,midfield
5054,157226,Vasilios Kinalis,2018-05-22,90000,Goalkeeper
5055,157320,Santiago Vergini,2018-05-08,1350000,Defender - Centre-Back
5056,157363,Qazim Laci,2018-05-16,270000,midfield - Central Midfield
5057,157391,Suleyman Koc,2018-05-30,315000,attack - Right Winger
5058,157409,Besar Halimi,2018-06-02,900000,midfield - Attacking Midfield
5059,157422,Filip Blazek,2018-06-02,135000,midfield - Defensive Midfield
5060,157427,Sinan Yazici,2018-07-04,23000,attack - Centre-Forward
5061,157441,Michalis Manias,2018-05-22,900000,attack - Centre-Forward
5062,157450,Giannis Bastianos,2018-05-22,90000,attack - Right Winger
5063,157474,Uros Matic,2018-06-02,900000,midfield - Central Midfield
5064,157498,Jan Gregus,2018-06-02,900000,midfield - Central Midfield
5065,157535,William Kvist,2018-06-02,450000,midfield - Defensive Midfield
5066,157552,Aras Ozbiliz,2018-07-04,180000,attack - Right Winger
5067,157590,Adriano,2018-05-29,1580000,midfield - Defensive Midfield
5068,157623,Tolga Zengin,2018-05-29,225000,Goalkeeper
5069,157636,Michael Luftner,2018-06-02,900000,Defender - Centre-Back
5070,157657,Martin Rolle,2018-05-22,270000,midfield - Attacking Midfield
5071,157683,Nikolaos Kaltsas,2018-05-22,675000,midfield - Right Midfield
5072,157705,Konstantinos Triantafyllopoulos,2018-05-22,630000,Defender - Centre-Back
5073,157718,Konstantinos Kapetanos,2018-05-22,90000,Goalkeeper
5074,157719,Vasilios Tsimopoulos,2018-05-22,45000,Goalkeeper
5075,157723,Christian Enemark,2018-06-02,90000,Defender - Centre-Back
5076,157746,Benedikt Rocker,2018-06-02,720000,Defender - Centre-Back
5077,157757,Casper Hauervig,2018-06-02,45000,Goalkeeper
5078,157779,Benjamin Bellot,2018-06-02,135000,Goalkeeper
5079,157790,Hasan Bilal,2018-05-29,270000,attack - Left Winger
5080,157800,Hakan Demir,2018-05-29,45000,midfield - Central Midfield
5081,157807,Burak Turan,2018-05-29,45000,Defender - Centre-Back
5082,157820,Josue Sa,2018-06-03,1980000,Defender - Centre-Back
5083,157844,Adnane Tighadouini,2018-06-12,540000,attack - Left Winger
5084,157882,Rafael Van Der Vaart,2018-06-02,180000,midfield - Attacking Midfield
5085,157904,Brent Mcgrath,2018-06-07,180000,attack - Centre-Forward
5086,157914,Emmanuel Oti,2018-06-07,225000,attack - Left Winger
5087,157924,Klaus Moesgaard,2018-06-07,45000,midfield - Right Midfield
5088,157930,William Moller,2018-06-07,135000,attack - Centre-Forward
5089,157949,Nikolaj Hagelskjaer,2018-06-07,315000,Defender - Right-Back
5090,157954,Jeppe Schultz,2018-06-07,45000,Defender - Centre-Back
5091,157982,Agus Garcia,2018-06-07,180000,Defender - Centre-Back
5092,158001,Jonas Jensen,2018-06-07,90000,Goalkeeper
5093,158015,Lasse Mikkelsen,2018-06-07,45000,Goalkeeper
5094,158034,Jamie Maclaren,2018-06-19,900000,attack - Centre-Forward
5095,158051,Suad Sahiti,2018-06-28,158000,attack - Right Winger
5096,158065,Ryan Mmaee,2018-06-03,540000,attack - Centre-Forward
5097,158077,Nimo Gribenco,2018-06-02,45000,attack - Right Winger
5098,158096,Youssef Toutouh,2018-06-02,540000,attack - Left Winger
5099,158122,Bjorn Daniel Sverrisson,2018-06-02,180000,midfield - Central Midfield
5100,158146,Martin Spelmann,2018-06-02,315000,midfield - Central Midfield
5101,158163,Adama Guira,2018-06-02,270000,midfield - Central Midfield
5102,158179,Dino Mikanovic,2018-06-02,405000,Defender - Right-Back
5103,158190,Daniel Thogersen,2018-06-02,45000,Defender - Left-Back
5104,158212,Birhan Vatansever,2018-07-04,180000,midfield - Defensive Midfield
5105,158223,Jean Alassane Mendy,2018-06-03,270000,attack - Centre-Forward
5106,158288,Berkay Sefa Kara,2018-07-21,45000,attack - Right Winger
5107,158307,Basem Morsy,2018-05-23,900000,attack - Centre-Forward
5108,158325,Musa Araz,2018-05-29,540000,midfield - Central Midfield
5109,158343,Vedat Bora,2018-05-29,405000,midfield - Central Midfield
5110,158353,Kaan Ozdemir,2018-07-04,450000,Defender - Centre-Back
5111,158364,Seddar Karaman,2018-07-04,90000,attack - Centre-Forward
5112,158407,Emre Can Atila,2018-05-26,90000,midfield - Attacking Midfield
5113,158428,Recep Aydin,2018-05-30,90000,midfield - Central Midfield
5114,158534,Gareth Mcauley,2018-05-28,900000,Defender - Centre-Back
5115,158568,James Horsfield,2018-06-12,180000,midfield - Defensive Midfield
5116,158709,Batuhan Artarslan,2018-05-29,225000,midfield - Defensive Midfield
5117,158751,Luis Ibanez,2018-05-29,315000,Defender - Left-Back
5118,158801,Onur Kivrak,2018-05-29,2250000,Goalkeeper
5119,158818,Esteban Alvarado,2018-05-29,360000,Goalkeeper
5120,158881,Vahid Amiri,2018-06-09,1080000,attack - Left Winger
5121,158900,Semih Karadeniz,2018-07-04,90000,Defender - Right-Back
5122,158958,Jonathan Spector,2018-05-02,698000,Defender - Centre-Back
5123,158968,Mark Milligan,2018-06-01,765000,Defender - Centre-Back
5124,158980,Sertan Yigenoglu,2018-07-04,90000,Defender - Centre-Back
5125,158995,Burak Saban,2018-07-04,45000,attack - Right Winger
5126,159018,Mustafa Ethem Erboga,2018-07-04,45000,attack - Centre-Forward
5127,159030,Jakob Johansson,2018-06-02,90000,midfield - Defensive Midfield
5128,159041,Emil Damgaard,2018-06-02,45000,Defender - Right-Back
5129,159113,Mayron George,2018-06-02,360000,attack - Centre-Forward
5130,159134,Cheikhou Dieng,2018-07-04,90000,attack - Centre-Forward
5131,159173,Mykhaylo Kozak,2018-05-27,225000,attack - Right Winger
5132,159194,Roman Debelko,2018-06-26,270000,attack - Centre-Forward
5133,159388,Kevin Mendez,2018-06-19,225000,attack - Second Striker
5134,159439,Karim Yoda,2018-05-30,450000,attack - Right Winger
5135,159492,Oleg Boroday,2018-05-27,135000,Defender - Centre-Back
5136,159555,Maksym Kuchynskyi,2018-05-27,113000,Goalkeeper
5137,159566,Luka Koberidze,2018-05-27,180000,midfield - Defensive Midfield
5138,159587,Andriy Slinkin,2018-05-27,225000,Defender - Left-Back
5139,159610,Zsolt Korcsmar,2018-06-02,630000,Defender - Centre-Back
5140,159625,Bill Hamid,2018-06-02,450000,Goalkeeper
5141,159637,Oleksandr Golovko,2018-05-27,90000,Defender - Centre-Back
5142,159680,Kostyantyn Makhnovskyi,2018-05-27,225000,Goalkeeper
5143,159797,Andriy Tkachuk,2018-07-01,630000,midfield - Defensive Midfield
5144,159832,Volodymyr Arzhanov,2018-07-01,360000,attack - Right Winger
5145,159838,Denys Norenkov,2018-05-27,68000,Defender - Left-Back
5146,159850,Robert Mutzers,2018-06-29,180000,attack - Left Winger
5147,159875,Andriy Mishchenko,2018-05-14,180000,Defender - Centre-Back
5148,159951,Andriy Kozhukhar,2018-05-14,90000,Goalkeeper
5149,159974,Volodymyr Koval,2018-07-03,90000,attack - Centre-Forward
5150,160009,Oleksiy Savchenko,2018-05-27,225000,midfield - Defensive Midfield
5151,160051,Denys Vasilyev,2018-05-27,113000,Defender - Centre-Back
5152,160145,Oleksandr Golikov,2018-05-27,135000,Defender - Right-Back
5153,160285,Igor Kirienko,2018-05-27,68000,attack - Centre-Forward
5154,160317,Dmytro Leonov,2018-05-27,135000,midfield - Right Midfield
5155,160402,Sergiy Voronin,2018-05-27,225000,Defender - Left-Back
5156,160427,Maksym Feshchuk,2018-05-27,315000,attack - Centre-Forward
5157,160435,Vasyl Bilyi,2018-05-27,135000,Defender - Centre-Back
5158,160443,Gaetan Missi Mezu,2018-06-16,180000,attack - Centre-Forward
5159,160474,Vadym Semchuk,2018-05-27,90000,attack - Right Winger
5160,160483,Oleksandr Osman,2018-05-27,68000,Defender - Left-Back
5161,160510,Oleksandr Kovpak,2018-05-27,135000,attack - Centre-Forward
5162,160520,Oleksandr Yermachenko,2018-05-27,180000,attack - Right Winger
5163,160527,Maksym Banasevych,2018-05-27,113000,midfield - Left Midfield
5164,160538,Yuriy Bushman,2018-05-27,135000,midfield - Left Midfield
5165,160555,Curtis Yebli,2018-06-19,90000,midfield - Central Midfield
5166,160560,Ruslan Chernenko,2018-05-27,135000,midfield - Central Midfield
5167,160585,Oleksiy Maydanevych,2018-05-27,225000,Defender - Right-Back
5168,160599,Sergiy Datsenko,2018-05-27,113000,Defender - Centre-Back
5169,160633,Benjamin Hansen,2018-06-02,360000,Defender - Centre-Back
5170,160658,Serge Akakpo,2018-05-30,45000,Defender - Centre-Back
5171,160664,Okan Saracoglu,2018-07-04,45000,midfield - Central Midfield
5172,160680,Sergiy Semenyuk,2018-05-27,180000,midfield - Left Midfield
5173,160702,Milos Jojic,2018-06-05,2250000,midfield - Central Midfield
5174,160753,Serdar Tasci,2018-06-06,1350000,Defender - Centre-Back
5175,160766,Dmytro Bashlay,2018-05-27,180000,Defender - Centre-Back
5176,160783,Faruk Cakir,2018-05-29,90000,Goalkeeper
5177,160786,Sebastian Buch,2018-06-02,45000,attack - Right Winger
5178,160803,Dmytro Zozulya,2018-05-27,180000,Defender - Centre-Back
5179,160823,Dmytro Ivanov,2018-05-27,45000,Goalkeeper
5180,160863,David Vanecek,2018-07-14,675000,attack - Centre-Forward
5181,160875,Aurelien Ngeyitala,2018-06-28,113000,attack - Left Winger
5182,160885,Alican Ozfesli,2018-05-30,180000,midfield - Central Midfield
5183,160939,Khalid Boutaib,2018-05-29,1580000,attack - Centre-Forward
5184,160940,Khalid Boutaib,2018-07-16,1800000,attack - Centre-Forward
